conhecimento	escola
minuciar	minudenciar
alastramento	estiramento
transvazar	vaziar
esbotenar	golpear
afolar	fogaça
colubreado	colubrino
dentadura	dentição
toireio	toureio
bastidão	espessura
éden	paraíso
contristador	desconsolador
eletrizado	inflamado
desguarnecido	desprovido
pernoutar	pousar
desgabo	menoscabo
punhada	soco
estarrecer-se	gelar-se
carente	necessitado
samauqui	sambaqui
irisar-se	matizar-se
agraciamento	honraria
respiração	respiro
defrontar-se	enfrentar-se
ateísta	ateístico
estojo	guarda-jóias
pulsante	pulsátil
petrechos	utensílio
exercitação	ginástica
concorde	uníssono
amontoação	superposição
rogo	solicitação
esmigalhado	moído
seqüela	seqüência
gelo	insensibilidade
prometimento	voto
poisada	pousada
entrebater-se	mover-se
redondear	tornear
pedincharia	pedinchice
cadastro	inscrição
desestribar	destribar
bromado	embastido
zombador	zombeteiro
desentrançar	destrançar
lapidoso	pedroso
coleto	coligido
enfunado	vaidoso
cadáver	defunto
derrancar-se	deteriorar-se
rotear	sulcar
biblicista	biblista
esvaído	evaporado
perigo	tribulação
caprichar	esmerar-se
desenredado	esclarecido
gramar	sustentar
purgador	purgativo
empobrecimento	pauperização
barbear	escanhoar
mundificativo	purificante
avistar	visualizar
docilidade	perfume
animizar	vivificar
forçosamente	necessariamente
desesperar	fraguar
integridade	inteireza
espargir	transfundir
naturalmente	singelamente
centralizar	centrar
população	povo
amoldar	esculpir
acidência	acidentalidade
atalhado	impedido
justamente	mesmo
sêmola	semolina
culpável	reprovável
degrau	rebato
alóbrogo	camponês
malvisto	odiado
tender	vizinhar-se
mercador	negociante
camisa-de-força	fôrma
dedo-durar	trair
hospedar-se	instalar-se
evidente	transparente
degênere	dissoluto
atapulhar	tafulhar
entranhado	entranhável
alfombra	tapeçaria
impraticabilidade	inaplicabilidade
bagagem	experiência
consuetudinário	ordinário
mixórdia	trapalhada
idólatra	idolátrico
demência	insanidade
enclausurado	entaipado
barbaridade	desumanidade
protestar	testemunhar
hediondez	monstruosidade
transcorrência	transcurso
planear	tracejar
provérbio	refrão
momentâneo	temporâneo
desapossado	esbulhado
farrusquento	negro
particularismo	peculiaridade
condigno	justo
lacunar	omisso
privação	viuvez
ampliar-se	distender-se
patranheiro	peteiro
poceirão	tujuco
alvorada	entremanhã
proemiar	prologar
emocionar-se	enternecer-se
motomecanização	motorização
papear	parolear
memorial	memoroso
agarrado	fincado
cavalgador	cavalgante
cuspe	saliva
chocado	comovido
resposta	vazão
dualidade	duplicidade
ínubo	solteiro
chatear-se	enfastiar-se
postremo	último
treteiro	velhaco
câmara-ardente	capela-mortuária
esgoelar-se	sufocar-se
clarificar-se	purificar-se
aprazar	determinar
fontanário	fontinal
acaridar-se	apiadar-se
arrefecido	arrefentado
meninice	pequenez
defender-se	velar-se
disposto	operoso
meteorito	zelação
decorar-se	moldurar-se
superior	súpero
infelicitar	infortunar
geotermal	geotérmico
patrocinar	patronear
desejado	disputado
discrime	divisória
socorro	suprimento
cautelamento	cuidado
linguarudo	tagarela
fedor	fedorentina
confiscar	seqüestrar
desmoitar	humanar
tímido	vergonhoso
desencaminhado	perdido
inépcia	parvoíce
reaproveitar	reciclar
furor	impulso
gosmento	gosmoso
interior	interno
módico	razoável
impropério	provocação
descalçadeira	descalçador
caudilho	chefe
acogular	encher
embeberar-se	ensopar-se
asserção	certificação
bajoujice	lamechice
socado	tarraco
encurralar	rinconar
desincumbido	realizado
provável	verossímil
raivudo	zangado
perfil	silhueta
embruscar	melindrar
destilação	exsudação
trânsito	traspassamento
abstêmio	sóbrio
lancil	meio-fio
sução	sugação
calcado	humilhado
campeiro	campônio
estatucional	estatutivo
forense	judicial
despedida	separação
prosperidade	riqueza
apotegma	brocardo
buraqueira	buraqueiro
afitado	levantado
azeitar	lubrificar
birô	empresa
isolamento	retraimento
loucura	louquice
aplainado	aplanado
insolação	termoplegia
estribilhar	trilar
doidice	irreflexão
captura	prisão
longínquo	remoto
gaforinha	trunfa
ressabido	sábio
avigorar-se	vitalizar-se
questionar	rezingar
dissolutamente	licenciosamente
decentralizável	descentralizável
requisitado	solicitado
torneio	verniz
corporalidade	corporeidade
alvenel	alvener
charlatanice	trapaçaria
cangalho	canzil
fortum	ranço
espargir-se	transbordar
túrbido	turvo
maridal	matrimonial
erodente	erosivo
ondeado	ondulado
raptador	raptor
ductilidade	maneabilidade
assessoria	assistência
nubloso	nuvioso
desculpar-se	retratar-se
conseqüente	procedente
aspirância	desejo
principal	substancial
ebonite	vulcanite
informação	notícia
enxaguadela	lavadela
abestruz	avestruz
costeio	vaquejada
excluir-se	isentar-se
convidar	solicitar
asneirento	batateiro
execrar	ojerizar
fatigar-se	matar-se
cobardice	desânimo
cafajestagem	cafajestice
principescamente	regiamente
fezes	fundagem
transcoar	tressuar
caminhada	volta
calculado	computado
rajado	zebrado
arriba	ribeira
triglota	trilíngüe
decidir-se	empreender
micagem	momice
bandeiro	mutável
aguardo	espera
abofetear	estapear
fotografar	retratar
expatriar	mandar
interveniente	interventor
salvaguarda	segureza
pouso	rancho
abrigadoiro	acolhida
manquitar	manquitolar
encalhado	varado
letargo	madorra
oiriçar	ouriçar
evocar	recorrer
antidepressante	antidepressivo
cotidiano	rotina
híspido	inteiriçado
mobiliária	movelaria
co-proprietário	quinhoeiro
achinado	achinesado
verdade	veridicidade
blefar	enganar
retelhação	retelhamento
garota	pequena
desponderação	irreflexão
ironia	sarcasmo
custódia	guarda
atenazar	remorder
desmastrado	desmastreado
supressor	supressório
fundação	raiz
confronto	embate
empanado	fosco
hemisférico	semi-esférico
amo	senhor
atulho	entulhamento
amanho	lavoura
descomodidade	incomodidade
lagrimante	lagrimoso
acaçapamento	acachapamento
imprudentemente	levianamente
carvalhal	roboredo
acicalado	polido
raptar	roubar
exatidão	matematicidade
governança	governo
desramar	esfrançar
sedento	sequioso
achavascado	chavascado
malconceituado	malvisto
desferrujado	destorpecido
participar	partilhar
virginal	virgíneo
sistematizador	sistematizante
bochecho	gargarejo
espólio	presa
caótico	desarrumado
relumbrar	tremeluzir
conexão	relação
leviandade	veleidade
meda	monte
abate	redução
efeminado	enerve
contemplador	contemplante
próximo	subseqüente
sanguento	sanguíneo
indicador	lingüeta
devassador	propagador
bronzeado	crestado
opulência	profusão
durabilidade	solidez
dialogal	dialógico
antropognósico	antropognóstico
safadice	tropelia
donzelice	virgindade
avó	vovó
hirto	parado
caldeamento	mestiçagem
gozar-se	lisonjear-se
escultor	estatuário
humildoso	submisso
saltarelar	saltaricar
elástico	fléxil
aprisionado	preso
acendedor	isqueiro
antigás	antigásico
reembolsar	remir
traidor	tredo
tiguera	tigüera
catinguento	fétido
exterminação	fulminação
ausente	distante
prolonga	prolongação
compromissar-se	implicar-se
prece	voz
restabelecido	sarado
sacudidela	solavanco
fraguento	penhascoso
carriagem	carruagem
atlético	forçoso
alourado	fulvo
dominar-se	vencer-se
desatino	vareio
astrígero	estelígero
retorcer	revirar
eretogênio	erógeno
amigueiro	atencioso
concomitante	simultâneo
deus	nume
mirífico	surpreendente
não-alinhamento	não-engajamento
permanência	persistência
ambiente	reduto
acautelamento	estudo
crueza	nudez
risadagem	risadaria
peto	soporativo
corpudo	volumoso
inquirição	investigação
cruzamento	encruzilhada
engravidar	gravidar
lucidez	saúde
afustado	afustuado
encetar-se	estrear-se
patentizar-se	revelar-se
elanguescente	enfraquecedor
liquidificar	liqüidificar
rebojar	redemoinhar
transcrição	translado
doutrinação	educação
protráctil	protrátil
granado	granulado
vedar	vetar
lucente	luzente
cozer	cozinhar
extrapolação	extravasamento
musical	músico
chanura	plano
convictamente	firmemente
reforçado	rijo
alonginquar-se	distanciar-se
são	sarado
fremebundo	violento
aumentado	dilatado
inalante	inalatório
desgastar-se	gastar-se
ocasionado	provocado
sensualidade	volúpia
desjuizar	despropositar
tônico	tonificador
concretude	materialidade
reconstituição	restauração
subordinação	vínculo
guarnecido	munido
estimular-se	ressentir-se
freqüentar	ir
simplório	zângano
trafegar	veniagar
desvalimento	inconsideração
brocardo	máxima
bisbilhar	ciciar
simplacheirão	simplório
prevalência	superioridade
traçado	traço
enxodozado	férvido
encendrar	refinar
centúria	século
abotoadeira	abotoador
estropiado	tronchado
coletar	colher
alarado	amancebado
esfumaçar	esfumar
zambeta	zambro
rociar	rorejar
inacumulação	subtração
furoar	indagar
desagastar-se	desencruar-se
florente	florescente
feder	tresandar
heráldico	parassematográfico
vilania	vileza
apreensibilidade	assimilabilidade
carrascão	carrascoso
proporcionação	proporcionamento
estatura	grandeza
cartucheira	patrona
desconjuntado	luxado
listado	zebrado
simplicidade	singelez
render	tributar
praiano	praieiro
caguira	caiporismo
imprestabilidade	nulidade
enucleado	explicado
badana	pelanga
transnoutado	tresnoitado
velórios	vidrilhos
aferimento	afilamento
esquecer	transcurar
livre-cultismo	livre-culto
campanário	torre
sobrecenho	tromba
passagear	passajar
sobreintender	zelar
bofejar	golfejar
remido	salvo
maneiro	manual
facundidade	magniloqüência
desestimular	gelar
lusitanófilo	lusófilo
pressuposição	pressuposto
contrapor-se	resistir
condutor	veículo
casamatar	encastelar
encovardar-se	esterrecer-se
prazenteiro	risonho
descomposto	desorganizado
abeberado	alagado
subsistência	sustento
monastical	monjal
aligeirar-se	desembaraçar-se
couraçar	encoiraçar
biró	porção
externação	manifestação
chispante	cintilante
deixação	deixamento
enxugar-se	limpar-se
faúlha	pisca
aqueduto	regueiro
serenamente	tranqüilamente
trivializar	vulgar
anormal	incomum
custo	preço
toldar-se	turvar-se
desenfurecer	tranqüilizar
gafo	sarnento
compenetração	recolhimento
isoclínico	isoclino
desonesto	indecente
pernalto	pernaltudo
vozear	vozeirar
extremos	raias
domir	repousar
boiada	manada
covardia	poltronaria
enxundioso	grasso
esfumear	fumegar
propriedade	virtude
rampa	talude
refeito	revisto
escanteado	escantudo
epiléptico	epilético
ingerir-se	intervir
trabalhar	trafeguear
esganar	esgoelar
tubulado	tubular
desencaracolar-se	deslisar-se
salgueiral	sinceiral
infando	odioso
avulso	desempareceirado
esquivez	recusa
menineiro	pueril
desgrudar-se	saltar
presta-nome	títere
glicométrico	glucométrico
franzir	pregar
denominar-se	nomear-se
fervoroso	veemente
opção	preferência
dissonante	inarmonioso
misosófico	misossófico
idálico	idálio
comutador	comutativo
acorçoado	encorajado
degredo	expatriação
lustrado	terso
namorilho	namorisco
desvirgar	moçar
envoltura	envolvimento
chaguento	mazeleiro
declamador	recitador
profano	temporal
bandeireiro	bandeirista
juiz	julgador
melódico	melodioso
difamador	difamatório
enumeração	listagem
agudamente	argutamente
profundura	proporção
remoer	remorder
guia	preceptor
magnetismo	sedução
desaparafusar	desparafusar
constantemente	incessantemente
esfarelado	esfarinhado
polé	roldana
desvirtude	labéu
extraconjugal	extramatrimonial
azeirado	dicaz
ideação	invenção
ribombância	rimbombância
despicar	vingar
inductilidade	inflexibilidade
escoriado	esfrolado
alúnico	alunífero
cachimbear	pitar
agressor	assaltador
superintender	supervisionar
mariolar	preguiçar
nojoso	repulsivo
belisco	muçunga
versão	voz
herbivoraz	herbívoro
exercitado	treinado
desnaturação	desnaturamento
encompridar-se	espraiar-se
acossado	traquejado
colisivo	contraditório
adormentado	sopitado
regiro	rotação
impar	repimpar-se
descaudar-se	desrabar-se
pirralho	rapagote
carbonizar	queimar
alarvejado	charro
bastidores	poscênio
cotista	quotista
revigorar	tonificar
perrice	remoela
vara	varola
cadeixo	negalho
carniçal	carnívoro
abandidar-se	agatunar-se
condoído	piedoso
quizília	rota
desdentado	edentado
hidatológico	hidrológico
sobrestamento	sustação
descasar	separar
descadeirado	espancado
descabido	desoportuno
esborcinar	golpear
pinta	sinal
miserando	miserável
desleitar	desmamar
meteorizar	sublimar
alcova	recâmara
enigma	mistério
teleimpressor	teletipista
alcoólico	espirituoso
ceva	pastio
espichadela	esticadela
recordativo	recordatório
desfalque	rombo
rabugento	ranheta
palmeado	palmilhado
termelétrico	termoelétrico
chauvinismo	patriotismo
desocupação	ociosidade
resumo	síntese
puxavão	repelão
corpinho	espartilho
festejar	memorar
inibição	timidez
obséquio	préstimo
invectivar	recriminar
delegar	deputar
exasperar	picar
encanelado	enovelado
calorão	fogo
desinformação	ignorância
desapiedar-se	despiedar-se
conversibilidade	convertibilidade
severidade	têmpera
abnorme	anômalo
solo	território
encerebração	fixação
piançar	querer
pé-rapado	pobretão
eriçado	hirto
fala	oração
lodoso	lutoso
paparrotear	pregar
dimidiar	mediar
sabável	saboroso
atriguerar-se	tostar-se
lambança	sarapatel
grosseiramente	rudemente
estucado	rebocado
mencionado	reportado
impedidor	impeditivo
circunvizinhança	redor
vinhadeiro	vinheiro
rapagem	rapinagem
areia	pó
bissílabo	dissílabo
sauval	sauveiro
arrogar-se	atribuir-se
cravelho	tramela
veleidade	volubilidade
tisana	xarope
brasileirismo	brasilidade
aerólito	bólide
festa	festividade
concretizar-se	realizar-se
nevoado	nubiloso
loiceira	louceiro
travessar	vazar
descrença	incredulidade
ratoeira	tocaia
álgido	gélido
carepento	casposo
anatematizado	excomungado
sutileza	vivacidade
práxis	protocolo
insciência	insipiência
transviar	venalizar
esquife	féretro
alanceamento	ferimento
imperito	inexperto
citado	dito
desjuntar	isolar
assinalar-se	distinguir-se
acinturado	cinturado
censorino	crítico
esplendoroso	sublime
grevista	paredista
casal	par
rendável	rentável
ultraje	violação
requintar	sutilizar
mamiforme	mamilar
prometedor	promissor
segurança	segureza
dessazonar	destemperar
implorar	suplicar
precaucional	preventivo
elevamento	subida
depreensão	inferência
congelador	regelador
complacente	comprazente
esborrachar-se	estirar-se
prefácio	prelúdio
desconfortar	inconfortar
felicitação	parabéns
regozijo	satisfação
torça	virga
prolongar	prorrogar
insidioso	pérfido
improducente	improlífico
encarcerado	enjaulado
marinharia	maruja
estirar	tesar
barrão	cachaço
proceder-se	sobrechegar
feperjuro	perjuro
pegada	pisada
rude	selvagem
agitamento	alteração
autópsico	autóptico
filar-se	tomar-se
básico	primeiro
abadado	abadiado
cincar	falhar
adjutorar	auxiliar
mirrar	secar
sorumbático	tristonho
delusor	enganador
arrebicar	florear
banhadal	marnel
mimoso	tenro
amodernizar	juvenescer
biriteiro	ébrio
liqüidificar	liquidificar-se
chafariz	fonte
incontroverso	incontrovertido
cachão	golfada
emigrado	foragido
infra-estrutura	subestrutura
adensado	condensado
covo	fundo
cisco	grânulo
nômada	nômade
rebrotar	renascer
bizantinice	bizantinismo
sobiar	trinar
agrumular	solidar
injuriado	ultrajado
desarrumar-se	perturbar-se
apetência	apetite
espraiar	estirar
endividar	oberar
lealdamento	legalização
ingresso	ticket
escrupuloso	fiel
tarear	zupar
desagrilhoar	desgrilhoar
adoecer-se	entecar-se
fluxo	movimento
boceto	boquilavado
acidentado	escabroso
voltar	volver
decrepidez	decrepitude
fendimento	rachadura
imperatório	peremptório
transparecer	transudar
bestialização	estultificação
nó	prisão
divergir	implicar
cortelha	cortil
ramalhete	ramilhete
alivelar	rasar
enterrar	mergulhar
aforrar-se	resgatar-se
desabonar-se	desbriar-se
exibicionismo	praça
súrio	suru
ajoujar-se	unir-se
putrificar-se	viciar-se
enverdejar-se	remoçar-se
derme	pele
óculo	óculo-de-ver-ao-longe
espúrio	ilegítimo
espreguiçador	preguiceiro
comoção	sensação
esbilotado	lunático
obturar	pejar
desabrochamento	desabrochar
bocaça	boqueirão
investidura	posse
acanelado	canelado
jungir	unir
significativo	vívido
capinado	mondado
gênese	origem
aforramento	parcimônia
gomosidade	viscosidade
abolorecido	mofado
deslaçar	deslindar
sancionar	subscrever
retouçar	trasguear
exacerbante	exasperante
queixo	rosto
enxaguadura	lavadela
mortório	mortuório
condolência	solidariedade
despenhar	estatelar
contraposto	contrário
emplumado	penado
conluiado	mancomunado
abraquiano	abráquico
bímane	bímano
rebatido	repelido
relampadear	relampadejar
divertir	entreter
empulhador	logrador
tralha	tralho
embutir-se	encaixar-se
assazoado	maturado
corcovear	pinotear
retrospecção	retrospecto
detonar	estourar
desguampar	mochar
desalumiado	desiluminado
alcatifar	vestir
desaprender	esquecer
ilegal	ilícito
engorda	engorde
relatividade	relativismo
certificar-se	persuadir-se
xucrice	xucrismo
tremelique	tremor
falsidade	traquinada
neutralizador	neutralizante
despela	péla
cachimbador	cachimbante
fascínio	jetatura
maturar-se	sazonar-se
fugidiço	fugidio
apreenso	tomado
omnipresente	ubíquo
tabatinga	tauatinga
desgorjado	esgorjado
acidentalmente	ocasionalmente
desábito	descostume
relento	umidade
semestral	semi-anual
federação	liga
disseminado	propagado
colóquio	conferência
fundear	poitar
esnobismo	soberba
rogado	suplicado
provido	servido
apostar	comprovar
enunciável	exprimível
alagoso	uliginoso
catanada	espadada
candeio	tocha
tabica	verdasca
teledirigido	teleguiado
magano	maldadoso
folheio	manuseio
irrestrito	livre
penedo	sáfara
americanismo	americanofilia
encalistramento	timidez
grulhar	treler
belvedere	mirante
serventia	utilidade
dependurar	empenhorar
palanque	tablado
mandato	ordem
faseolar	faseoliforme
eclogal	eglogal
abaixador	diminuidor
plissado	pregueado
enclausuramento	reclusão
redargüição	volta
costa-abaixo	descida
ravinado	ravinoso
ajustável	regulável
trasvasar	versar
calorosamente	entusiasticamente
arrasta-pé	gafieira
sobrenaturalismo	supernaturalismo
abrenúncio	praga
desnu	desnudo
comandância	testa
clareza	transparência
funeral	funéreo
trasfega	trasfego
renegar	renunciar
crucificado	crucifixo
inauguração	início
tinção	tingimento
pretentado	pretextado
lassidão	morbidez
relações	trato
bispal	episcopaliano
hiberno	hibernoso
estuprado	violado
trajar-se	tratar-se
espenejar	espoar
escoadouro	sumidoiro
salubridade	saúde
vozeio	vozeria
denunciativo	indicativo
fogo-de-santelmo	santelmo
regulamentar	regulamentário
espadela	tasquinha
muxinga	vergalho
chamarisco	isca
deificador	divinizador
vagabundo	vagamundo
oráculo	profecia
magnate	manda-chuva
culminante	cuminal
tráfego	trânsito
repimpar-se	repoltrear-se
degredado	refugiado
encalacração	encalacradela
mágica	prestidigitação
inamável	indelicado
releixar	resfolgar
país	território
enfloreado	florido
expedir	transmitir
aceleração	apressamento
irreligião	niilismo
diversão	excursão
aclimatizar-se	climatizar-se
zinir	zuir
jubilar-se	rejubilar-se
rebolaria	ronco
áuspice	vaticinador
asseguração	garantia
encarrego	incumbência
cadenciar	compassar
correlativo	correlato
enlividecer	palejar
reconquistar	retomar
anexação	incorporação
salgar	salmoirar
borda	bordo
ebulir	ferver
farelice	farfalhice
enojado	nauseado
derreamento	quebramento
arrulhador	arrulhante
lunular	semilunar
ajuntamento	amontoação
alistar-se	escrever-se
charanga	fanfarra
filoneísmo	progressismo
dissaborido	dissaboroso
citar	tocar
infringido	quebrado
denominação	nomeação
derrogado	invalidado
abruptela	arrotéia
chaminé	lareira
desatascar-se	desatolar-se
chilido	chilreio
esmurregar	socar
lésbia	lesbiana
regalar-se	satisfazer-se
temerso	torvo
afeamento	desfiguração
exigência	instância
solfar	solfejar
branqueamento	dealbação
mealheiro	pecúlio
dissimilidade	diversidade
feraz	produtivo
alçapão	logro
arquétipo	exemplar
estante	prateleira
auxiliado	socorrido
claudicar	mancar
trancelim	trancinha
encarregar-se	incumbir-se
desleita	desmame
laurentino	laurino
bracear	bracejar
niveladora	patrol
caudaloso	diluvioso
abaular	alcatruzar
intermediação	intermédio
reboar	ressoar
fabricação	produção
torço	vergadura
púcara	púcaro
face	queixo
oferta	promessa
ensombrado	umbrífero
adquirente	adquiridor
desfreqüentado	infreqüentado
desadaptar	desentrosar
confinar-se	encurralar-se
estringir	premer
camaradagem	solidariedade
entica	irritação
insueto	obsoleto
ditoso	fortunoso
atanazado	mortificado
cascalhada	cascalheira
rateamento	rateio
lucarna	luzerna
deprimido	desanimado
ramadã	ramadão
frouxura	lassidão
galvanizar	zincar
anficirto	convexo-convexo
complementar-se	integralizar-se
patentear-se	testemunhar-se
desacorçoar	descoroçoar
iriar	irisar
aguardente	veneno
beirada	beiral
alternativo	alterno
periodicidade	regularidade
parlar	parolar
improficiente	infrutífero
recolher-se	seqüestrar-se
prenda	talento
carnivoraz	creofágico
desorientado	estramontado
acoutado	escondido
paixão	vício
caipira	piraquara
pendericalho	penderucalho
algeroz	calha
desprendimento	renúncia
injetar	meter
flutuoso	nadante
encorpadura	grossura
desgostar-se	magoar-se
frescal	fresco
deslindar-se	ousar
titilante	titiloso
proteger	resguardar
feminal	femíneo
enlevação	rebitagem
ruborizar	tauxiar
paludoso	uliginoso
noviço	pexote
testilhar	triscar
embrionário	incipiente
reco-reco	reque-reque
integralidade	plenitude
estolidez	estultícia
gasalhado	hospedagem
malsofrido	sôfrego
descaramento	impudor
decalvar	escalvar
dotado	prendado
imemorável	imemoriável
lassitude	laxidão
macegoso	maceguento
imorredouro	imortal
executor	verdugo
reviver	voltar
estilha	estilhaço
aloucamento	entontecimento
conglomerar	recolher
entressachar-se	intermear-se
remoto	solitário
vigiante	zeloso
cadeira	cargo
empilchar-se	endinheirar-se
esparrar-se	estirar-se
multiplicar-se	prolificar
relatar	reportar
arborícola	dendrícola
amaestrar	amestrar
dessepulto	insepulto
desmazelo	negligência
tachar	timbrar
vestidura	vestimenta
amaestrar-se	estudar
creditar	garantir
pauperismo	pobreza
cabriola	pirueta
dádiva	donativo
ínclito	preclaro
acromático	incolor
aguado	dessaboroso
estriamento	raiamento
desraizado	extirpado
grasso	untuoso
mitigar-se	moderar-se
tripudiar	zingrar
escudar-se	fundamentar-se
desaplaudir	improvar
remoinho	tragadoiro
cumular-se	saturar-se
ausentado	saído
engarrafamento	envasilhamento
leviano	volúvel
amizade	amor
floreira	porta-flores
embobinar	enrolar
apresar	pilhar
inalienável	intransferível
deflorador	desflorador
tonto	zoina
montureira	volutabro
pacificidade	serenidade
clemente	moderado
converso	convertido
assopradela	assopro
berrador	clamador
desafinar	descombinar
iludir-se	intrujar-se
canto	ponta
casamenteador	casamenteiro
sobrolho	supercílio
soterrar	subterrar
grafar	ortografar
provisoriamente	temporariamente
indispor	malquistar
transcrito	translato
costumeira	vício
fumosidade	vaporosidade
antropófago	papa-gente
malga	tigela
outorgar-se	reconhecer-se
compensar-se	recuperar-se
cuspo	saliva
porta-bagagem	porta-malas
criminalidade	delinqüência
adelgadar-se	afinar-se
cerâmica	olaria
envilecer-se	pandilhar-se
degola	degoladura
atribular-se	ralar-se
queima	queimada
futicar	futucar
capitanear	guiar
contravenção	transgressão
tornejar	vergar
ereto	teso
acólito	assistente
polido	terso
condensativo	condensivo
encubado	envasilhado
trabalhão	trabalheira
trinca	trio
hormonal	hormônico
abstergência	purificação
brigoso	conflituoso
gibi	quadrinhos
engasgar-se	sufocar-se
clorofileano	clorofílico
combatível	contrariável
giratório	rotatório
mestiçagem	mestiçamento
exceção	exclusão
aprazimento	prazimento
restrição	resumo
predomínio	reinado
anatomizado	dissecado
nervino	nervoso
trapaçador	velhaco
acolchoar	almofadar
cerne	seio
madraçaria	mandriice
empiorar	engravescer
penedia	rocha
alumbrador	alumiador
perdurar	travessar
palreiro	tagarela
referir	relatar
sarcasmo	zombaria
bioco	véu
assonorentado	sonolento
perpétuo	seguido
limitar-se	resumir-se
pego	poço
completude	integralidade
encomiar	gabar
racha	rachadela
lugar	plaga
suplementar	unir
pró-homem	supra-homem
entremisturar	unir
tungar	zupar
máquina	motor
tortelos	zanolho
exsução	sução
gazear	gazular
verdascada	vergastada
buscador	buscante
inconversável	intratável
acarinhado	mimado
ralhar	repreender
chovedio	pluviátil
supracitado	supramencionado
encanecer-se	grisalhar-se
imbatível	insuperável
modificação	transformação
descaracterizar	desindividualizar
abditório	burra
margear	marginar
escarrar	expectorar
videira	vinha
polidez	trato
desproporção	dissimetria
surdez	surdeza
contestado	desdito
agrilhoado	oprimido
comprimido	pílula
profuso	prolixo
exibicionístico	exibitivo
acaçapador	ocultador
reboldrosa	zaragata
prior	sacerdote
interno	intestino
poetizar	rimar
esgotadura	esgotamento
macutena	morfético
hit	mania
cenobial	cenobítico
fanfarronice	farelice
subordinador	subordinante
celeuma	vozearia
rebentão	rebento
metido	xereta
ente	existência
lucroso	proveitoso
rabadela	rabadilha
suster-se	tomar-se
arranque	saída
macetar	macetear
agérrimo	agríssimo
gorgolejar	grogolejar
aperaltado	aperalvilhado
descarnadura	descascamento
desencoscorar-se	desfranzir-se
dormir	pousar
adro	períbolo
nível	ponto
afetuosamente	apaixonadamente
desplante	petulância
charola	nicho
caprichoso	primoroso
imperfeitamente	incompletamente
evaporável	vaporizável
aloisar	enloisar
encovilar	entocar
persuasor	persuasório
antiguíssimo	antiqüíssimo
engrampado	grampeado
insuficientemente	pouco
desenvencilhar	desvincilhar
alvanel	alvenel
música	som
esterquilínio	monturo
dissidiar	distanciar
prelecionador	preletor
mictório	mijadouro
escasquear-se	limpar-se
oasiano	oásico
poisar	pôr
bem-acabado	esmerado
anatômico	corpóreo
teorizador	teorizante
partilha	quinhão
grácil	sutil
indutar	revestir
desagregativo	disgregativo
melindre	suscetibilidade
quadrífido	quadripartido
bate-boca	porfia
enviesado	oblíquo
enjambrar	entortar
diagrama	gráfico
asperso	respingado
adagada	crisada
conchegar	unir
desempobrecer	enriquecer
escassear	falir
vilela	vileta
não-popularidade	obscuridade
velejar	vogar
interpolar	interpor
despedaçar-se	quebrar-se
plenamente	totalmente
hebetizado	mazanza
alfandegagem	alfandegamento
disputa	porfia
desmamado	exúbere
revocar	suspender
tropicar	trotear
co-mandante	cúmplice
rábia	raiva
rela	urupuca
desapiedar	despiedar
vagar	zanzar
bagunçada	desorganização
justiçado	supliciado
coruto	topo
acorrentar	agrilhoar
desconhecer-se	ignorar-se
coada	lixívia
reinquirir	reperguntar
criminar-se	inculpar-se
cravejamento	embutimento
raivoso	zangado
fundível	fúsil
gostar-se	prezar-se
endívia	escarola
entear	entrezar
volatilizar-se	volatizar-se
garridice	tafularia
perturbado	torvado
indagador	investigador
desencorpar	desnutrir
imortal	perene
delineado	esboçado
condensação	conglobação
desconvir	discordar
incrustar	marchetar
cuidadosamente	minuciosamente
rarear	talhar
ramerrão	rotineira
desentorpecer	destolher
demarcado	determinado
provocativo	provocatório
desajustamento	transviamento
desinchar-se	esvaziar-se
desmancho	esborôo
descabeçado	malsisudo
quota	quotização
desquerer	maldiçoar
efemeridade	transitoriedade
palmatoar	palmatoriar
avaliador	examinador
descontário	descontatário
emburramento	pertinácia
inturgescência	tumescência
bisonharia	inexperiência
intervenção	mediação
decompor-se	deteriorar-se
mofador	motejador
carnaval	folia
inabordável	inaccessível
doméstico	íntimo
complexão	conjunção
mal-enjorcado	malvestido
debilitação	enfraquecimento
semblante	traço
intervalar	mesclar
borrasca	dilúvio
cabal	perfeito
assaltador	assaltante
crivo	ralo
cevar	nutrir
comezaina	patuscada
loirecente	lourecente
sagacidade	subtileza
fretagem	fretamento
cavouco	perfuração
aplacante	pacificante
higiênico	limpo
amputação	diminuição
encaixe	sambladura
distrativo	recreativo
vaticinador	vaticinante
desmarcado	enorme
lentidão	vagar
notário	tabelião
desfabricar	desmanchar
arraiano	fronteiriço
aperaltar-se	peralvilhar-se
abreviatura	miniatura
desnutrido	emagrecido
rogante	rogativo
infinito	inumerável
desemaranhar-se	desenlear-se
saborido	sápido
regato	regueiro
enuclear	interpretar
toxicologista	toxicólogo
acoimável	coimável
ardidez	ardimento
chavetar	enchavetar
pala	viseira
desentonado	envilecido
estertorar	vasquejar
galharia	ramagem
protuberante	saliente
confraternização	congraçamento
rasteira	traição
tronar	tronear
crila	petiz
agatanhado	gatarujado
sufocação	sufocamento
logorréia	verbiagem
indubitabilidade	irrefragabilidade
sapezal	sapezeiro
acausto	asbestino
equilíbrio	simetria
apreçamento	cômputo
desfrangido	desfranzido
bem-afamado	cotado
mesurar	saudar
preclaro	renomeado
fecundez	fertilidade
deliberar	tratar
endurado	endurecido
