conhecimento	escola
encalçar	traquear
reaver	recobrar
engrinaldar-se	grinaldar-se
despersuadir	tirar
abandono	arrenegação
júvene	moço
estomagar	melindrar
estupidamente	violentamente
emocionante	impressionante
gesticulação	pantomima
olhizaino	zâimbo
desamarrar-se	desunir-se
bambear	esbambear
crispatura	franzimento
desmama	desmame
pilheriar	rir
comodidade	confortabilidade
gafe	papelão
desembaraçar	desestorvar
aportar	desembarcar
lembrança	marca
assédio	insistência
chistoso	gracioso
remir	restituir
fluviano	fluviátil
linguajar	parlar
desencaminhar-se	perverter-se
alardeador	gabador
aporrear	cauterizar
recacau	regalório
obstante	obstativo
lábia	loquacidade
desagregar	desraigar
estala	estrebaria
lenticular	lentiforme
infortunado	malsorteado
apoético	despoético
ajustagem	amoldamento
entulhar	preencher
desagregação	desmembramento
onipresente	ubíquo
reverdecer	verdecer
arrotear	surcar
pontado	ponteado
desabrochar	entreabrir
breviloqüente	sintetizado
inventariação	relacionamento
conceito	opinião
embespinhar	exagitar
babador	babeiro
peguilha	peguilho
meditabundo	meditativo
molhadela	sobrepaga
ressarcir-se	restituir-se
desbordar	extravasar
venéfico	venenífero
infamar	macular
aparelhado	preparado
doma	domação
miudeza	poucochinho
disciplina	matéria
abolsar	crescer
alvorotamento	excitação
crisolar	desbastecer
caseiro	humildoso
alfeire	chiqueiro
discipulado	tirocínio
idiota	palerma
desentranhar	esviscerar
madurecer	subtilizar
sordidez	torpitude
deflúvio	defluxão
embatumado	pesado
causticar	narcotizar
refrescamento	suprimento
uso	utilidade
desabotoar	entreabrir
adequação	correspondência
carreira	trilha
descompassado	enorme
desconcordante	desconcorde
peraltear	traquinar
descanhotar-se	desunir-se
matriz	seio
toar	tocar
dimensão	espaço
impressionado	perturbado
bruxaria	salgação
empatar	enlear
folgazão	pândego
integralizar-se	inteirar-se
pujança	robustidão
rogativa	súplica
derreter-se	suavizar-se
erudito	lido
brioso	destemeroso
pachorrento	vagaroso
azucrinante	importuno
compreensão	depreensão
estabilizar	fixar
indissociabilidade	irredutibilidade
mulher-de-má-nota	prostituta
individualidade	particularismo
lunulado	lunular
miga	rebotalho
clausurar	entaipar
futuroso	prometedor
realizar-se	sair
eliminar	extinguir
balceiro	balseiro
fortuito	impensado
contendente	inimigo
achado	inventado
filhar	filiar
selvagino	silvático
repugnar	resistir
madurar	subtilizar
entojar	flagelar
refazer	remir
abandalhamento	enxovalhamento
elusivo	esquivo
antipatia	desinteligência
extremidade	fim
badalar-se	promover-se
intrigante	mexeriqueiro
serrátil	serreado
encarvoar	enlaivar
sujeitar	vincular
articular	concatenar
pilhador	saqueador
cinza	rescaldo
inveterado	radicado
contusão	lesão
mosaísta	tesselário
malignidade	perversidade
enrolar-se	equivocar-se
determinar-se	empreender
barbárico	bruto
acariciado	ameigado
alhanar-se	aplanar-se
dominador	senhoreador
radiar	raiar
xenofóbico	xenófobo
acipreste	cipreste
estatuto	lei
doutrinar	educar
ensopado	repassado
piorra	pitorra
enfiada	ramal
aclimatar-se	aclimatizar-se
escolhido	selecionado
findar	tornar-se
marchar	progredir
acrescentado	anexado
torpeza	volutabro
arrozal	arrozeira
adinheirar	adornar
bolboso	bulbáceo
cachimbar	esfumear
infactível	inviável
desdizer	retratar
edícula	oratório
medroso	timorato
descoroçoado	frio
fissuramento	gretadura
tasco	venda
premunir-se	prevenir-se
bonito	elevado
engrenagem	engrenamento
arrampado	ladeira
arrebitar	rebater
estrinçar	fragmentar
recobramento	recobro
conspurcação	estrago
risota	zombaria
amolegar	amolgar
letal	letífico
prosear	triunfar
corporificar-se	incorporar-se
esfingético	nebuloso
correia	loro
mangação	moca
distrair	letificar
morte	sobrevida
regorjear	trinar
pinçar	projetar
adiantado	antecipado
choco	dissaboroso
afeiçoado	unido
distender	expandir
inevitavelmente	necessariamente
maranhar	perturbar
choramigador	choramingador
escabroso	fragoso
surgidoiro	surgidouro
abrigadouro	proteção
cismado	difidente
instruir	lecionar
anulador	nulificante
desrabado	rabicó
infundir	insuflar
enviperado	furente
acurrar	enrinconar
deslocação	mobilização
desenvolvimento	prosperidade
macabro	tétrico
esfaquear	estoquear
choramigueiro	choramingueiro
quadrante	setor
encaramelar	solidar
grunhir	resmuninhar
detento	preso
amante	mulher
aclimatação	ajustamento
escritório	escrivaninha
achaque	moléstia
estatelado	imóvel
acondutar	picuar
nadar	tranar
escanelado	escanifrado
radiemissor	radiotransmissor
aparvalhar-se	desnortear-se
furfuráceo	furfúreo
encafuar	entocar
padecer	tolerar
recopilar	resumir
escapulir-se	livrar-se
estilizar	sutilizar
probatório	provatório
teor	tom
sofrimento	suplício
ladroagem	trama
veicular	zabumbar
imperativamente	veementemente
rugir	urrar
lisonjaria	subserviência
pericote	pitote
irar-se	raivejar
destacar	focar
apessoado	bem-vestido
martelar	martelejar
comemoração	festejo
atrancar	empancar
inconstância	variedade
entrouxar	ordenar
casaco	paletó
aforar-se	avocar-se
ascendente	ascensível
coligidor	compilador
tresvariar	variar
enrascadela	quê
marretar	tarear
palmear	tirar
reabilitar	redimir
crucificar	moer
deboche	desregramento
dispersar-se	estourar
ausência	retiro
desencapar	desenfardar
desembaraçar-se	desvencilhar-se
alvorotar-se	virar
indignidade	torpitude
embarricar	proteger
desarrazoado	ilegítimo
junto	ligado
harmonizar	recongraçar
abortivo	baldado
acervo	amontoado
percorrer	perscrutar
atropelar-se	mexer-se
carrapatar-se	grudar-se
escapada	fuga
ajuntado	aposto
moradia	pousada
calafetamento	vedação
acarrar	resfolegar
considerar-se	pretender-se
azorraguear	zurzir
grã	grão
armado	encoiraçado
gozação	graça
retirada	saída
lodeira	lodeiro
alcoranista	muçulmano
encavernar	enlurar
pretermitir	rejeitar
ereção	levantadura
choraminguento	chorão
adminículo	ajudadoiro
descabelar	despentear
arbitrário	discricional
mesurado	reverenciador
abandalhado	amariolado
rebolir-se	sacudir-se
dependurar-se	suspender-se
reprurir-se	revoltar-se
chicle	chiclete
embrandecer	sensibilizar
empecimento	estorvamento
mediania	mediocridade
caro	precioso
deslavar	desmaiar
carreirismo	oportunismo
mutabilidade	ressaca
engatinhar	gatear
fressura	pacuera
desviar	esgueirar
detido	vedado
antecontrato	pré-contrato
absorbente	aspirante
libidinosidade	sensualidade
incompreensibilidade	insondabilidade
pender	reclinar
capuz	chapeirão
barqueiro	catraieiro
disparo	explosão
rudez	xucrice
difamante	maledicente
anoutar	noitecer
vidrado	vítreo
agalegado	rude
toirista	toureador
gostoso	sápido
regueiro	veio
arrrocho	torcedor
embevecido	extasiado
caduco	senil
agregável	cooptável
ferida	pústula
adensar-se	inspissar-se
esbambear	folgazar
aqui	cá
escarranchado	escarrapachado
exercer	experienciar
inquietar	vascolejar
dactiliológico	datiliológico
tramontar-se	transmontar-se
dissectivo	dissetivo
corajudo	foito
retenção	tardada
análise	exploração
acometer	apossear-se
acumpliciar	cumpliciar
enredado	implexo
roer	sugilar
levogiro	sinistrogiro
balbúcie	tartamudeio
bofar	resfolegar
recalcitrância	reincidência
putirão	putirum
maniatado	manietado
brinde	voto
purga	purgante
livre	safo
asperidade	crespidão
borboleteador	borboleteante
troar	trovejar
declamatório	guindado
matar	trucidar
mesquinhez	pequenez
reencetar	retravar
azougado	genioso
equivocar	trocar
majestático	respeitável
ajudar-se	aproveitar-se
desabituado	desvezado
revoltar-se	sublevar-se
dilaceramento	rebentação
permutação	troca
desprestigiar-se	desvalorizar-se
desleal	tredo
arrebentado	moído
fofoqueira	mexeriqueira
tufar	turgescer
autarca	auto-suficiente
prosador	prosista
ambágio	duvidoso
despachar	enviar
mentiroso	potoqueiro
preguiçoso	ronceiro
apragatado	prudente
diversicolor	versicolor
parvo	tolo
clarificar	emundar
desfilar	processar-se
desorganização	desvinculação
revestir	vestir
frege	tasca
abalada	disparada
embutido	encavilhado
revelar-se	testemunhar-se
esculpir	talhar
flectir-se	fletir-se
senso	sentido
insipidez	mornidão
abstenção	neutralidade
descortinar-se	patentear-se
farinheiro	farinhudo
gang	gangue
mancheia	punhado
arrepiado	híspido
nuper-falecido	recém-finado
caldear	liar
aluamento	doudaria
estabelecer-se	fixar-se
conceder	votar
dulçor	mansidão
adiposo	balofo
desatar-se	romper-se
escabreado	exasperado
trejeitar	trejeitear
senhorinha	senhorita
dirígio	tabanagira
chegadiço	metido
baralhar	desordenar
enrascar	tungar
atencioso	desempoado
bem-afortunado	fortunoso
fraldeiro	fraldisqueiro
corruptibilidade	impiedade
consagrar-se	dedicar-se
arrebitar-se	envinagrar-se
ilogia	ilogismo
apartamento	solidão
envelope	involutório
esteio	sustentáculo
escamífero	escamoso
salada	trapalhice
estampilhar	portear
perquirição	procura
obtestar	provocar
pascentar	regalar
reaprendizado	reaprendizagem
embretar	sitiar
desaliar	desunir
advertido	prevenido
enflorar	engalanar
assaltada	saltada
copiar	tirar
trilo	trino
caracterizar-se	especializar-se
harmonizar-se	reconciliar-se
caraterística	singularidade
beberraz	beberrote
alumbrar	clarear
regateiro	vanglorioso
preparado	prestes
açorado	apetitoso
religião	valores
emprisionar	represar
saltarinhar	saltitar
cerco	cinto
comedimento	compostura
cambalear	titubar
pairar	trepidar
lisonjeador	louvaminheiro
amoquecar-se	intimidar-se
morada	pousada
desprevenir-se	facilitar
ajuda	aviamento
pornéia	pornografia
apático	indolente
inculpar	recriminar
gamela	pilheta
presunçoso	vaidoso
casquinha	plaquê
arrebatar-se	encruar-se
doloroso	magoado
tepor	tibiez
desgraça	sinistro
variação	variedade
início	origem
amofinar	golpear
ultor	víndice
desalinho	descuido
modornar	nausear
formal	manifesto
assinado	determinado
apreçante	apreciador
fartar	mantear
bombinha	traque
bandarra	rúfio
perseguir	tempestuar
brutificar	descivilizar
assomo	indício
fixar-se	implantar-se
alevantado	apanhado
abalofar	fofar
acanaveadura	cruciação
tronchado	tronco
alusão	referência
tumular	tumulário
desenodoar	desnodoar
clarão	fulgor
afim	parecido
saltar	transpor
apossar-se	entrar
suplemento	suprimento
árvore	esquema
palanfrório	parlenga
antiformoso	feio
enojar	escoucear
enroscar-se	intricar-se
saliente	saltado
magnata	senhoraço
bentinho	escapulário
robustecimento	tonificação
adornar-se	paramentar-se
associar	vincular
experienciar	vivenciar
obseqüente	submisso
iroso	violento
insônia	insonolência
estipulação	termos
parasita	sanguessuga
minimidade	pouquidade
grimpa	ventoinha
estrompar	minar
pequeninote	pequenitote
depauperação	empobrecimento
amásio	amigo
propor	sugerir
corrigenda	pregação
declamar	reclamar
adereçar	emoldar
atravessado	sinistro
ovado	ovalado
inconseqüente	inconsiderado
tripas	vísceras
presidir	zelar
aclimatado	treito
traquina	ziguezigue
flamante	rebrilhoso
impacientar-se	irritar-se
degolar	jugular
ervadura	voorara
importunado	molestado
ouvidor	ouvinte
desodorado	desodorizado
a-bê-cê	abecedário
desemprenhar	desprenhar
arrinconar-se	encantoar-se
préstimo	proveito
dicotômico	dicótomo
lamentação	lamento
curvatura	dobra
aromatização	embalsamamento
negro	tenebroso
durar	subsistir
bocadinho	pedaço
empedernir-se	incrustar-se
escarnecedor	irônico
atomizador	nebulizador
alcoolizado	embriagado
envergar-se	zumbrir-se
defumar-se	enfrascar-se
pilha	ruma
aparentar	dissimular
emoldurar-se	ornar-se
eminente	ínclito
propagação	sementeira
abafadiço	pesado
baianidade	baianismo
logrador	trapaceador
inacessível	obstruído
assossegar-se	quietar-se
caquerejar	palrear
moleza	suavidade
acapelado	enfurecido
cabouçar	desencavar
ranço	ressaibo
seção	subdivisão
ronca	roncaria
mudadiço	volátil
acabar-se	diminuir-se
comburir	incinerar
tornar-se	transformar-se
agravamento	aumento
bonacheiro	bonanchão
ambrosíaco	sápido
acessão	acrescente
enforcar	esganar
engraçado	facecioso
amolação	zanga
insubordinar	subverter
facioso	sedicioso
agricultor	arvicultor
picumã	tisne
desnudamento	revelação
bulhento	rumoroso
roceiro	tabaréu
alimpar-se	depurar-se
abocamento	encontro
batotar	trapacear
fota	trunfa
empalecer	menoscabar
costumeiro	usual
abóbora	jerimum
defecar	obrar
massacrante	secador
sarrapilheira	serrapilheira
cordagem	cordoalha
começado	iniciado
vadiar	vagabundar
parcela	porção
consternar-se	horrorizar-se
apoio	escora
desanuviar	desembruscar
alvorescer	raiar
consertado	reformado
desmochar	mochar
bancarrota	debacle
privança	valimento
conjectural	hipotético
lentigo	ovo-de-peru
caldear-se	mestiçar-se
adulão	louvaminheiro
culminação	culminância
nocivo	pernicioso
inalheabilidade	inalienabilidade
acarear	carear
levante	sedição
recuperar-se	reparar-se
eliciar	esconjurar
procrastinação	retarde
entrincheiramento	tapigo
louvação	magnificação
deliciar-se	gozar-se
devassidão	libidinosidade
branquejar-se	encanecer-se
magoado	pisado
abuso	contravenção
ultracorreção	ultraurbanismo
acendível	inflamável
fraturado	quebrado
deveras	verdadeiramente
badalejar	tinir
enjoar	entediar
renovar-se	revigorar-se
desatamento	soltura
perene	porfioso
ourar	ourejar
jugular	sufocar
afregulhado	apressado
evadir-se	eximir-se
azumbrado	corcovado
matança	varredoura
cordoada	salseirada
trancar	vencer
enfiteuticário	enfitêutico
mortandade	varredoira
conglomerar-se	somar-se
sanja	valeta
coiro	couro
debutar	iniciar-se
cadeia	corrente
bafagem	zéfiro
desassisar	desjuizar
contido	sofreado
expulsar	expungir
chafurdeiro	porqueira
curva	sinuosidade
livrar	preservar
celebridade	fama
encumear	engrandecer
atristar-se	penar-se
arredio	tresmalhado
arrinconar	enrinconar
palhaço	truão
jubilação	regalo
vindicador	vindicante
protraimento	retarde
desigual	desirmão
explicação	justificativa
descontinuado	incontínuo
lapidar	substanciado
bebido	emborrachado
pisa	surra
dramático	tocante
idilista	quimerista
escalda	escaldão
adufe	adufo
sofisma	torcimento
desnervar	enfraquentar
manteúdo	mantido
desenliçar	estriçar
bacteriano	bactérico
contaminar-se	infeccionar-se
comparação	confronto
mando	rédea
recato	retraimento
emplastrar	entrapar
amolecer-se	embrandecer-se
transluzir	transparecer
chorro	jorro
coador	filtro
admoestador	admonitor
quadrigêmeo	quádruplo
elenco	lista
augúrio	prognóstico
bromar	corroer
milenário	milênio
abonação	louvor
benquisto	estimado
lamuriar	prantear
implicador	implicante
calejado	catuzado
aquartelar-se	instalar-se
ardidoso	cadimo
delongar	diferir
indiscriminado	indistinto
esmondar	sachar
confrangido	torturado
desconsideração	irreflexão
infundiça	infundice
desentibiar	reflorescer
intricamento	obscurecimento
embespinhar-se	rabiar
celsitude	excelsitude
acurralar	encantoar
alinho	esmero
desencobrir	ver
elogiar	plaudir
amuar-se	entufar-se
caiongo	passado
acertamento	transação
acampanar	espevitar
ebuliente	fervoroso
seio	ventre
amuado	embezerrado
intumescer	tufar
dinheiroso	ourudo
deleitar	refocilar
litigável	litigioso
garçotas	plumeiro
