conhecimento	escola
destaque	projeção
enlodar-se	envilecer-se
cuidar-se	resguardar-se
cisma	imaginação
aspirado	disputado
conservar-se	vir
resplandecente	resplendoroso
balde	caçamba
malfeliz	malventuroso
confiabilidade	fiabilidade
brigão	briguento
interrogar	sindicar
inepto	palúrdio
codizar	criptografar
açular	prurir
apetecer	satisfazer
esturrar	rugir
bruno	escuro
pernegudo	pernudo
esbanjar	malgastar
despassar	pervagar
descolorir	desmaecer
ufano	ufanoso
abismar	desgalgar
afanar-se	aplastar-se
agigantear-se	gigantear
nulo	ridículo
isocromático	isócromo
inalar	tomar
impendente	instante
encanutado	tubulado
amalucar-se	endoidecer-se
intencionar	maquinar
apodrecer-se	transviar-se
suspeição	suspeita
faccionar	insubordinar
aparvanhado	apatetado
matinar	remorder
juvenilidade	juventude
pesteado	pestífero
potencializar	vigorar
acre-doce	agridoce
escavação	poço
comprido	longo
alcunha	antonomásia
elasticidade	flexibilidade
cobrimento	tapadura
chancelar	timbrar
fundão	pélago
ruim	sinistro
desaparição	sumição
arregoar	sulcar
anatematização	excomungação
inquinar-se	manchar-se
deslassar	laxar
estriar	raiar
conceitar	tachar
afear	desadornar
aridez	aspereza
honestidade	inteireza
alumiado	esclarecido
entusiástico	fervente
desqueixelado	estupefato
monástico	monjal
esquisitice	exoticidade
entronização	exaltação
embebimento	infiltração
girante	rotativo
ressurrecto	ressurreto
baderna	caterva
controvertível	disputável
abelhudice	intromissão
boçal	rude
bambá	bruega
caravana	tropa
badulaques	cacaréus
faixa	ligadura
boquejar	difamar
adoudado	destrambelhado
molhe-molhe	zimbro
censura	raspanete
atufar-se	meter-se
orfanar	tirar
consonante	cônsono
arrebanhador	pegureiro
enroupar-se	velar-se
bizarria	gala
mascar	murmurar
aditamento	adjeção
trato	uso
febril	pirético
conspurcar	manchar
incompatibilizar	inimizar
escarafunchar	examinar
aresteiro	jurisprudente
chegada	tornada
concitação	incitamento
ardência	caldeação
cambapé	gambérria
alquebramento	debilitação
dessangrar	exaustar
faiscar	relampadejar
guri	menino
marroaz	teimoso
insultar	ofender
sopitar-se	soporizar-se
infeto	podre
formicação	formigamento
embravear-se	esquentar-se
inexperto	novel
baldo	carente
contristado	pesaroso
inchar-se	vangloriar-se
tirânico	tirano
recolocar	repor
emulação	estímulo
fosso	rego
apurativo	detersório
insular	isolar
acatitado	aperaltado
aboleimar-se	achatar-se
chorrar	golfar
esparramo	pega
carapuça	gorro
instalar	receber
cinerício	cinza
descobrimento	desnudamento
elaboração	preparo
indefinição	vacilo
atribulado	doloroso
arquitetônica	arquitetura
exonerar-se	isentar-se
fumo	petema
entrouxar-se	refugiar-se
ímprobo	operoso
vesgo	zanaga
bramar	toar
abstrair-se	separar-se
mouro	sarraceno
dementado	insano
circuitar	envolver
iniciar	prelecionar
curvetar	espinotar
traduzir	transladar
sorrabar	titilar
cafifice	cafifismo
campaniforme	campanuláceo
redistribuir	remanejar
circo	círculo
abalar-se	impressionar-se
descer	desmontar
derruir	desmontar
engrenamento	entrosagem
rusgar	testilhar
mandinga	salgação
minuir-se	moderar-se
doirado	dourado
antes	mais
emurchecer-se	murchar-se
gingar	palhetar
desgalhar	desramar
asilar-se	hospedar-se
albergado	instalado
leigo	profano
expediente	recurso
lateral	travesso
empegar	mergulhar
decote	degolo
agremiar	ajuntar
extremar-se	sublimar-se
jovializar	letificar
disjunção	exarticulação
polposo	toroso
códex	códice
reminiscência	retentiva
desenganar	despersuadir
devassa	sindicância
impedição	veda
indefeso	inerme
espargido	vertido
quimera	vagueação
onzeneiro	usureiro
escachar	fender
carência	míngua
intender	superintender
aplausos	palmas
gambeteador	gambeteiro
cuvilheiro	mexeriqueiro
aperfeiçoar-se	requintar-se
borracheira	embriagamento
desencrespar	pacificar
berregante	clamador
apressurar-se	mexer-se
lustrar	palpitar
quebrar	saracotear
cilindroforme	cilindróide
interlinear	sublinear
bichado	empedrado
estíptico	estítico
qualidade	superioridade
ranchinho	rancho
abduzir-se	afastar-se
jugo	vassalagem
guarda-chuva	umbela
cauíra	mesquinho
enxurrada	reponta
desconsiderar	espezinhar
incessibilidade	intransferência
baque	colisão
tumescência	turgidez
esterqueiro	monturo
saibrar	surribar
indecorosidade	torpeza
rolar-se	sacolejar
fictício	fingido
vista	visualidade
badernar	fandanguear
mascateação	mascateagem
galhardo	garboso
engaiolar	ferrolhar
argüição	imputação
glossário	léxico
aleive	refalsamento
descerebrar	despropositar
aplainar	laxar
euforia	júbilo
lantejoilar	lantejoular
friccionar-se	roçar-se
alogia	disparate
deslado	rumo
obstar	travar
dissaborado	sensabor
derruído	desmantelado
colorar-se	rosar-se
conciliar-se	engraçar-se
carambolar	engabelar
casa	residência
calista	pedicuro
artista	sonso
arribadiço	estrangeiro
perda	traspassamento
autorização	beneplácito
alquebrar	sangrar
ameigar-se	diminuir-se
assimétrico	dissimétrico
doideira	doudaria
varja	várzea
antedito	predito
adaptado	habituado
embolorado	mofado
espanejar	espenejar
gana	voracidade
batalhão	rancho
conserto	refazimento
macho	masculino
circunsoante	circunsonante
esfuzilar	prefulgir
desarroupado	despido
inebriar-se	toldar-se
inclusivamente	inclusive
maleabilidade	maneabilidade
profundar	recorrer
espostejar	estilhar
funestar	verberar
deífico	divinizante
remanso	sossego
pretenso	suposto
vágado	vertigem
falecido	morto
utopista	visionário
abscesso	intumescência
cacarecos	petrechos
aclamado	aplaudido
alienista	mentecapto
mato	roça
derrame	trasbordamento
coçar-se	esfregar-se
adurente	queimoso
normal	perpendicular
apartar	remover
gatunar	unhar
banido	refugiado
preste	prestes
acalmação	acalmamento
alforriar	forrar
morfenho	rouquenho
endereçar	enviar
aboiado	aboio
cinzado	cinzento
cinca	cincada
enlambuzar	ensebar
sobrelevar	suplantar
enraivecer-se	raivejar
inquirideira	látego
paisano	patrício
história	tretas
plácito	prazimento
patife	vergalho
contravir	desobedecer
languidez	moleza
reconciliar	recongraçar
iluso	logrado
ir-se	partir
inesitante	resoluto
abarcante	açambarcador
sevícia	subumanidade
angariar	conseguir
agasalhar	velar
abalroar-se	tocar-se
inalheável	intransferível
aparar	tosar
tempestuoso	tormentoso
averdengado	verdeal
aromado	odorífico
despumar	escumar
colocação	ordenamento
açambarcagem	açambarque
capadura	emasculação
silvar	sobiar
afumear	esfumar
semibárbaro	semi-selvagem
abalsar-se	meter-se
boxe	pugilismo
biografia	vida
dissoluto	viciado
exabundância	prodigalidade
adentrar	embocar
apender	apensar
entristecedor	entristecente
cota	cota-parte
legitimador	legitimativo
atracar	garrear
adição	suplemento
fanar	jarretar
aceitável	receptível
fabulizar	petar
charutaria	tabacaria
narcotizar	paulificar
derrama	derrame
complexidade	pluralidade
acaçapar	encafuar
desponderado	irreflexo
agatinhar	gatinhar
exasperado	furibundo
lésbica	mulher-homem
sobrechegar	suceder
intenso	vivaz
espantar-se	surpreender-se
congraçar-se	harmonizar-se
harmonia	música
dissipação	pândega
garabulhar	rabiscar
demineralizar	desmineralizar
empolado	encapelado
amaciamento	amolecimento
epicédio	lamentação
presentar	semelhar
avassalado	submetido
porfioso	renitente
racioneiro	raçoeiro
equívoco	trocado
liceidade	licitude
afeminar	feminizar
desborcelar	esborcinar
recalcitração	tineta
mensalidade	mesada
atopetado	repleto
fogos	foguete-do-ar
portador	vetor
abricoque	albricoque
zanago	zerê
desvirilizar	emascular
chicotada	ripada
confecção	preparo
estripulia	molecagem
galactófago	lactífago
aparente	paralelo
checagem	verificação
descamação	escamação
remunerativo	remuneratório
demonetizar	envilecer
folheiro	latoeiro
bolhar	borbulhar
enfeitar	formosear
estampar-se	patentear-se
desarmado	desmontado
masturbação	onanismo
amorenar-se	tostar-se
ofender	postergar
bojar	crescer
bando	turba
avisado	cauto
altitúdico	altitudinário
boca-rota	boquirroto
abstinência	jejum
garabulho	garavunha
fitar	olhar
acidentário	brusco
sobnegar	tomar
atrasador	retardador
cambalhotar	piruetar
consentir	sofrer
aligeirado	dulcificado
iguaria	petisco
falda	sobpé
descarinhoso	severo
far-niente	ócio
desfarelar-se	esfarinhar-se
novo	segundo
implícito	subentendido
cimério	lutuoso
acidade	acidez
trampolinagem	vigarice
importunação	irritação
infecundo	infrutífero
ética	valores
encalejar-se	incrustar-se
remelexo	requebro
octogonal	octógono
cacetear	fartar
aromatizado	moscado
acrisolado	cendrado
molambo	trapo
intenção	tenção
celeste	celestial
omnívoro	polífago
fragor	trovão
embaralhar-se	entremisturar-se
espetaculosidade	grandiloqüência
ressurtir	sair
dissecação	dissecção
arremetedor	arremetente
desmerecedor	indigno
rasa	rasoira
enfraquecimento	lassitude
maleficiar	mandingar
cuidadeiro	diligente
fanfarrão	loroteiro
prática	práxis
antipoético	apoético
esterilidade	pouquidão
limnético	límnico
desabilidade	inabilidade
idiotificação	imbecilização
inspetar	lealdar
emudecido	mudo
mourejar	trafegar
estragar	traçar
alhear-se	perturbar-se
imediato	seqüente
balela	boato
assacar	referir
permutador	trocador
desenrubescer	desmaiar
arredondado	boleado
complô	trama
cano	tubo
balnear	banhar
ameninado	menineiro
delimitação	limitação
desarranjar	transverter
cirandinha	roda
coruscante	faiscante
cancioneiro	divã
bodega	cevadeira
desengrenhar	emaranhar
colorir-se	rubescer-se
adocicar-se	amulherar-se
assear	limpar
espirrar	jorrar
fulguroso	nitente
perceber-se	reconhecer-se
dessoante	discordante
deluso	engalhopado
esboçar	idear
risada	riso
aferido	comparado
enobrecimento	notabilização
canceroso	carcinomatoso
gandaiice	sarandagem
recompensar	remir
aformoseamento	aformosentamento
repelir	vastar
próspero	venturoso
lanhar	verrumar
companhia	cortejo
desatado	esparso
circunferência	contorno
malquisto	malvisto
engraçar	reunir
alapardado	recôndito
desenterrar	evidenciar
desagasalho	desamparo
caduquez	decrepidez
fiança	segureza
acelerar	apressar
apoderado	apossado
achanar	alhanar
deturpar-se	putrificar-se
laxação	suavização
gravar	inscrever
gabão	sobretudo
entrave	obstáculo
opiniático	tungador
comperto	descoberto
alourar	enlourar
matéria	tema
dotar	prendar
carga	opressão
embalsamado	olorante
entremesclar	obscurecer
pecunioso	rico
cavacos	sarandalhas
retratar	transverberar-se
acanalar	ranhurar
pregoar	proclamar
braveza	fereza
desguedelhado	esguedelhado
robustamente	vigorosamente
aranzel	cantilena
entremez	sainete
procurar	requestar
proveito	rédito
envenenar	putrefazer
atamento	ligadura
atravanco	estorvo
eximir	liberar
setear	supliciar
ávido	esganado
contraído	franzido
duna	médão
marítimo	naval
preponderância	supremacia
entretido	recreado
grudar	pegar
encantar-se	enfeitiçar-se
aplacar-se	placar-se
estrito	restrito
desnaturamento	distorção
quizila	rota
dobra	sinuosidade
alarvaria	chamboíce
demitir	despachar
muito	sobreguisa
bem-ouvido	submisso
germanado	irmanado
encanzinado	irado
tenso	teso
consulta	pesquisa
manjável	vesco
regalo	regozijo
enfadar	monotonizar
carecer	padecer
remodelagem	remodelamento
liquidação	quitação
baixa	declinação
borraçal	tramolhada
prezar-se	ufanar-se
achamboado	mal-enjorcado
esgotante	extenuativo
atritado	mortificado
madescente	úmido
imane	imenso
arredondamento	harmonização
munganguento	trejeiteiro
cuidado	provimento
maldade	malignidade
afrentar	encarar
reconcentração	união
incubar	traçar
atributado	tributado
levar	portar
furacar	lurar
arredondar	inteirar
ânimo	arrojo
apanhado	levantado
rígido	sólido
chibatar	vapular
entediado	farto
plantar-se	sentar-se
marcador	placar
imprudência	irreflexão
concluído	encerrado
apartar-se	fugir
desborcinado	esbotenado
legal	lícito
entrajar	envergar
tujucal	tujuco
oposição	tope
rever	transverberar
caboclo	caipira
cingir-se	limitar-se
consumo	sumpto
processal	processivo
castiçar-se	copular-se
trava	travação
desobediência	inobservância
meditativo	penseroso
licenciosidade	tripúdio
amanuense	escriturário
códice	pugilar
benemérito	insigne
carrascoso	carrasquento
dissolver-se	exalar-se
soporizar-se	subjugar-se
escusável	supervácuo
aforro	libertação
impudicícia	sacanagem
adonismo	garridice
amigado	cambondo
temerário	venturoso
chavasco	grosseiro
bloquear	proibir
defensora	tutora
fealdade	feiúra
confirmativo	corroborativo
aquerôntico	sombrio
eclodir	ressair
estilhar	estrinçar
desforrar-se	vingar-se
tornejar-se	vergar-se
fronteiro	limítrofe
donairoso	gentil
arquivo	auto
andrajoso	pelintra
alisar-se	aplainar-se
autóctone	indígena
agouro	prognóstico
aromal	fragrante
degenerar	derrancar
meninota	molecota
cavaquista	irritável
exculpação	justificativa
interdizer	vetar
estrebaria	persigal
abrandado	dulcificado
angurriento	famélico
runrum	zunzum
desguarnecer	enfear
lisura	suavidade
mina	tesoiro
desentesoirar	encontrar
precogitação	preparação
xerocopiado	xerografado
aromoso	moscado
apuado	pontiagudo
equivaler	valer
bandada	pelotão
crítico	difícil
cairelar	embainhar
desconceituar-se	injuriar-se
picar	requeimar
encontrar	pegar
frear	moderar
absidado	alcatruzado
balão	esfera
sequioso	sôfrego
percevejo	tacha
sem-vergonhismo	vileza
inlapidado	tosco
acrescer-se	adicionar-se
apalavrar-se	empenhorar-se
nerval	nevrino
sacramentar	ungir
embrenhar	entranhar
agachamento	encolhedela
sestra	sinistra
depauper-se	exaustar-se
isentar-se	livrar-se
bondadoso	bondoseiro
continuado	ininterrupto
alicaído	desacorçoado
lealdar	visitar
jogado	prostrado
adelgaçamento	afunilamento
gauderiar	goderar
abatumado	abetumado
clangor	ribombo
extraviar-se	perder-se
destituir	privar
troçar	trotar
reunir	tomar
aclivoso	enladeirado
lambanceiro	lambeta
contrato	tratado
obstrução	remora
chimarra	samarra
retentivo	retentor
fatura	labor
estremecer-se	gelar-se
embretada	embrulho
endeusamento	potra
relar	roçar
caiporismo	malogro
murmurejar	rugitar
admiração	estranheza
adequar	harmonizar
grilhagem	grilhão
devanear	endoudar
opulento	pomposo
meneamento	oscilação
ressabiado	ressentido
escorregável	resvaladiço
amedrontar-se	estremecer-se
apossear-se	assaltear
isoclinal	isoclino
cavalheiresco	gentil
desvariado	vário
engrupido	escarnecido
refece	soez
endoidecido	enlouquecido
aprendido	decorado
sujeira	tratada
esvaziar	vazar
resmuninhar	rezingar
afogo	atropelação
produzir-se	sobrevir
desorganizar	perturbar
multiface	multifacetado
saboneira	saboneteiro
baia	boxe
colaborar	entrar
predicador	pregador
canastra	lombo
desonrar	ignominiar
desenferrujar-se	desoxidar-se
ressudar	ressumar
banho	lavadura
premir	prensar
inútil	prescindível
diversidade	mudança
amofinado	apoquentado
antealvorar	matinar
afortalezar-se	refugiar-se
daninhar	desmelhorar
apenas	levemente
abarrotar	preencher
ancorado	surto
acrescente	adicionação
veladura	velamento
editorar	publicar
calipígico	calipígio
jura	praga
decifração	decriptação
selar	terminar
desingurgitado	livre
abalado	inseguro
mascotar	mastigar
construção	edifício
esfoguear-se	rosar-se
sordície	sordidez
incipiente	novo
inanição	subnutrição
conformar	harmonizar
salva	subterfúgio
alastrar	inçar
maléfico	pernicioso
